stubhubID,vividseatsID,stubhubTitle,vividseatsTitle,Score 1,stubhubPrice,vividseatsPrice,Score 2,Match Score
STUB - 0,VIVID - 58,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Seattle Mariners at New York Yankees,35.84905660377359,94,71,0.0,35.84905660377359
STUB - 0,VIVID - 37,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Minnesota Twins at Pittsburgh Pirates,35.51401869158879,94,87,0.0,35.51401869158879
STUB - 0,VIVID - 99,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Atlanta Braves at Washington Nationals,35.18518518518519,94,55,0.0,35.18518518518519
STUB - 0,VIVID - 27,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Milwaukee Brewers at Pittsburgh Pirates,34.862385321100916,94,106,0.0,34.862385321100916
STUB - 0,VIVID - 54,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Boston Red Sox at Philadelphia Phillies,34.862385321100916,94,62,0.0,34.862385321100916
STUB - 0,VIVID - 86,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Cincinnati Reds at Washington Nationals,34.862385321100916,94,85,0.0,34.862385321100916
STUB - 0,VIVID - 69,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Atlanta Braves at New York Yankees,34.61538461538461,94,100,0.0,34.61538461538461
STUB - 0,VIVID - 70,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Detroit Tigers at New York Yankees,34.61538461538461,94,111,0.0,34.61538461538461
STUB - 0,VIVID - 64,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Cincinnati Reds at New York Yankees,34.28571428571429,94,71,0.0,34.28571428571429
STUB - 0,VIVID - 30,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Atlanta Braves at Pittsburgh Pirates,33.9622641509434,94,87,0.0,33.9622641509434
STUB - 0,VIVID - 96,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Chicago Cubs at Washington Nationals,33.9622641509434,94,81,0.0,33.9622641509434
STUB - 0,VIVID - 33,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,San Francisco Giants at Pittsburgh Pirates,33.92857142857143,94,80,0.0,33.92857142857143
STUB - 0,VIVID - 66,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Chicago White Sox at New York Yankees,33.64485981308411,94,57,0.0,33.64485981308411
STUB - 0,VIVID - 7,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Washington Nationals at Miami Marlins,33.64485981308411,94,71,0.0,33.64485981308411
STUB - 0,VIVID - 40,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Philadelphia Phillies at Pittsburgh Pirates,33.6283185840708,94,37,0.0,33.6283185840708
STUB - 0,VIVID - 42,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Pittsburgh Pirates at Philadelphia Phillies,33.6283185840708,94,67,0.0,33.6283185840708
STUB - 0,VIVID - 87,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Los Angeles Dodgers at Washington Nationals,33.6283185840708,94,52,0.0,33.6283185840708
STUB - 0,VIVID - 31,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,San Diego Padres at Pittsburgh Pirates,33.33333333333333,94,58,0.0,33.33333333333333
STUB - 0,VIVID - 41,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,New York Mets at Philadelphia Phillies,33.33333333333333,94,78,0.0,33.33333333333333
STUB - 0,VIVID - 89,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Houston Astros at Washington Nationals,33.33333333333333,94,66,0.0,33.33333333333333
STUB - 0,VIVID - 97,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Arizona Diamondbacks at Washington Nationals,33.33333333333333,94,52,0.0,33.33333333333333
STUB - 0,VIVID - 48,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,San Francisco Giants at Philadelphia Phillies,33.04347826086956,94,56,0.0,33.04347826086956
STUB - 0,VIVID - 55,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Tampa Bay Rays at Philadelphia Phillies,33.027522935779814,94,37,0.0,33.027522935779814
